complexity,size,function_count,comment_ratio,is_bug
38.35287530957356,14319.354007353102,7,0.23366211964845943,1
23.60685129291122,14630.904687616834,3,0.2088547646742667,1
26.754528802132686,14636.559641367618,2,0.292328260581715,1
58.221921074303786,15392.229627891058,7,0.08797766885029958,1
8.125103659501294,14396.59733498858,8,0.3210556730849392,1
30.603978455534012,15442.657220491747,1,0.4458688192251166,1
11.745741719847784,14430.814879477653,5,0.28928797816162805,1
27.29422412601008,15031.550675231825,5,0.1182875777018863,1
22.398681109162684,14063.634788772857,3,0.2856595607148335,1
14.307100766858602,15266.888003375758,8,0.4214514901914027,1
11.88658447726488,14428.41447720037,6,0.12284365763101956,1
20.819077288975503,14735.174877497702,4,0.20880464458209858,1
28.234541112075714,14766.764503186654,8,0.3516527385505344,1
23.344710567578765,14806.802589639403,8,0.47670942706394276,1
22.29728789430736,14437.699773951961,6,0.16393569468996025,1
29.27109424561716,14926.46263916838,3,0.2110209862688869,1
41.32083340206263,14946.783342753937,6,0.16766502150485266,1
6.152556922002965,14471.30375920137,3,0.3629485381162017,1
21.245008176886998,14376.87169355993,6,0.18597913880504213,1
42.66520836671519,14244.279428490825,1,0.1863151946072325,1
15.151556937477935,14928.01322039358,4,0.15452989696663783,1
8.85413103412806,15686.413669774549,4,0.34520936279545333,1
49.17921255609388,14717.12372710077,1,0.13775724190506233,1
22.0908992606369,15381.56725088166,11,0.39975608833847026,1
52.22543906761374,15506.438541634081,4,0.369588447893573,1
39.623093441519806,15388.73687216648,7,0.2751480730483298,1
71.25344588981982,14342.009620846882,7,0.46533906115632095,1
34.77955982527682,15559.07404270783,6,0.5306700924104915,1
13.851790371887073,14871.246751765284,7,0.23365028800056986,1
20.38684050983579,15128.356456370313,6,0.646892104755398,1
31.68696341981915,15329.71513661589,2,0.30303980448014844,1
41.52448784440319,14369.752054478146,2,0.4578666983227875,1
16.04407009389164,14240.742348059883,6,0.2503694337705674,1
15.55203569739602,15559.875485716133,2,0.4067265274473042,1
24.475144763075008,15686.627349612347,5,0.20746923490549882,1
27.139293025168914,14951.791739894848,4,0.09119651175659728,1
38.139869852762246,15053.499593761386,5,0.7188616568464755,1
62.302820819089156,14372.29152195418,3,0.15359801586302718,1
57.41073317770625,14666.017708127098,7,0.059190977464287704,1
33.64690814499309,15220.387736812256,4,0.0862574322727519,1
40.00745173372632,15191.58746091746,3,0.26025847941260943,1
41.563138431209175,14491.967505202201,2,0.23912859218168223,1
23.52292747803189,15768.781292005428,2,0.26155211389209165,1
27.9513490301047,15204.176241602105,5,0.4159050581024093,1
23.2402103057557,14618.24784036094,6,0.04609111462667254,1
30.337912075061556,15267.907238933403,5,0.6338450949050883,1
29.158704734942095,14627.358076136159,2,0.3555320761050588,1
9.301688093458456,15004.567024012735,10,0.15928235585964648,1
70.92858174724708,14935.604064071278,4,0.1624621584545795,1
22.04169003254823,15349.50662432931,7,0.04688592725417729,1
19.927092069185917,15336.925105938952,3,0.5945263982350097,1
46.334346015608396,14402.438207339643,4,0.2022622941439942,1
